502

-0.03027148441941796,67,6
-0.03027148441941796,6,67
-0.9702552197323338,154,109
-0.9702552197323338,109,154
-0.5366169384153517,339,138
-0.5366169384153517,138,339
0.5479882009986712,367,316
0.5479882009986712,316,367
0.43420680667979505,119,500
0.43420680667979505,500,119
0.9107854825310938,337,188
0.9107854825310938,188,337
0.13563241534608006,161,228
0.13563241534608006,228,161
-0.6686462295536831,52,171
-0.6686462295536831,171,52
0.14536598223647035,174,1
0.14536598223647035,1,174
0.7855090117472396,186,406
0.7855090117472396,406,186
0.1415103362767125,27,375
0.1415103362767125,375,27
0.2737916427673467,25,244
0.2737916427673467,244,25
-0.7274177946456566,207,216
-0.7274177946456566,216,207
-0.46644873450388447,422,293
-0.46644873450388447,293,422
-0.19564997765595304,409,241
-0.19564997765595304,241,409
0.3049026851977892,14,13
0.3049026851977892,13,14
0.13548937560585572,275,236
0.13548937560585572,236,275
-0.17167809711948512,338,186
-0.17167809711948512,186,338
0.2849226031442378,204,501
0.2849226031442378,501,204
-0.38090894969040345,213,443
-0.38090894969040345,443,213
-0.10832551747645403,100,296
-0.10832551747645403,296,100
-0.7078298617415772,213,424
-0.7078298617415772,424,213
-0.10167238075462781,168,194
-0.10167238075462781,194,168
0.4291128469967982,343,473
0.4291128469967982,473,343
0.31281171882234116,125,78
0.31281171882234116,78,125
0.601985099251406,73,4
0.601985099251406,4,73
0.5320200291307601,312,14
0.5320200291307601,14,312
-0.7851599777772729,150,402
-0.7851599777772729,402,150
-0.3945778555550803,387,261
-0.3945778555550803,261,387
-0.42565505110408863,262,64
-0.42565505110408863,64,262
-0.9081084232751852,361,355
-0.9081084232751852,355,361
-0.009180796710177908,249,278
-0.009180796710177908,278,249
-0.4776736674498868,277,317
-0.4776736674498868,317,277
0.9396276832207869,337,224
0.9396276832207869,224,337
-0.21422751886733093,351,276
-0.21422751886733093,276,351
-0.4571956206013673,344,203
-0.4571956206013673,203,344
-0.026179211585727113,200,72
-0.026179211585727113,72,200
-0.3508290455516142,326,440
-0.3508290455516142,440,326
0.1610166181619358,343,67
0.1610166181619358,67,343
-0.582928036626578,270,208
-0.582928036626578,208,270
0.5943290485565349,258,368
0.5943290485565349,368,258
0.1271665882714179,356,298
0.1271665882714179,298,356
-0.32539379495279996,74,324
-0.32539379495279996,324,74
0.27985313245875054,32,303
0.27985313245875054,303,32
-0.48056319825472005,74,479
-0.48056319825472005,479,74
0.7339707637051085,491,307
0.7339707637051085,307,491
0.1395948572931197,470,75
0.1395948572931197,75,470
0.7863630589876606,364,413
0.7863630589876606,413,364
-0.494692374717831,185,69
-0.494692374717831,69,185
-0.5032538502575736,67,285
-0.5032538502575736,285,67
0.4510593082970026,237,1
0.4510593082970026,1,237
0.3145489163374878,366,260
0.3145489163374878,260,366
-0.5251906091073274,2,417
-0.5251906091073274,417,2
-0.27922039900352724,146,414
-0.27922039900352724,414,146
-0.6164662012304503,372,416
-0.6164662012304503,416,372
-0.1285647223426607,207,335
-0.1285647223426607,335,207
-0.5569121249205856,46,465
-0.5569121249205856,465,46
-0.7119852285355179,439,333
-0.7119852285355179,333,439
0.5230055064357136,352,32
0.5230055064357136,32,352
0.6333057304688317,44,182
0.6333057304688317,182,44
0.7552604581646413,20,452
0.7552604581646413,452,20
0.7996624095329143,485,422
0.7996624095329143,422,485
0.3418920512503145,371,396
0.3418920512503145,396,371
-0.427555179520135,323,313
-0.427555179520135,313,323
-0.32558297446755435,180,420
-0.32558297446755435,420,180
0.10063619625893128,77,474
0.10063619625893128,474,77
0.3186593551522554,378,276
0.3186593551522554,276,378
0.41659287394662203,191,312
0.41659287394662203,312,191
-0.7329217050392347,443,310
-0.7329217050392347,310,443
-0.815953182689475,350,305
-0.815953182689475,305,350
-0.18534130820397188,32,212
-0.18534130820397188,212,32
-0.6604384453228088,57,102
-0.6604384453228088,102,57
-0.9494212665774837,453,489
-0.9494212665774837,489,453
0.8064451846863107,490,343
0.8064451846863107,343,490
0.9726478549288278,241,281
0.9726478549288278,281,241
-0.17997007242165852,114,305
-0.17997007242165852,305,114
0.827726556026247,426,258
0.827726556026247,258,426
0.7802944849328401,361,10
0.7802944849328401,10,361
0.1493730129158699,79,465
0.1493730129158699,465,79
